Adverbs, Прилози, Set 01, Сет 01, "добро", "good"
Adverbs, Прилози, Set 01, Сет 01, "каде", "where"
Adverbs, Прилози, Set 01, Сет 01, "како", "how"
Adverbs, Прилози, Set 01, Сет 01, "тука", "here"
Conjunctions, Сврзници, Set 01, Сет 01, "а", "and, but"
Conjunctions, Сврзници, Set 01, Сет 01, "и", "and; also"
Expressions, Изрази, Set 01, Сет 01, "Благодарам", "Thank you"
Expressions, Изрази, Set 01, Сет 01, "Благодарам многу", "Thank you very much."
Expressions, Изрази, Set 01, Сет 01, "Ве молам", "please"
Expressions, Изрази, Set 01, Сет 01, "Добар ден!", "Good afternoon!"
Expressions, Изрази, Set 01, Сет 01, "Добровечер!", "Good Evening!"
Expressions, Изрази, Set 01, Сет 01, "Добро утро!", "Good morning!"
Expressions, Изрази, Set 01, Сет 01, "Довидување", "Goodbye! See you!"
Expressions, Изрази, Set 01, Сет 01, "Здраво!", "Hello; hi!"
Expressions, Изрази, Set 01, Сет 01, "Мило ми е!", "I’m delighted (to meet you)!"
Expressions, Изрази, Set 01, Сет 01, "Мило ми е што се запознавме", "I am pleased to meet you."
Expressions, Изрази, Set 01, Сет 01, "Пријатно", "Goodbye!; Enjoy!; Bon appétit!"
Expressions, Изрази, Set 01, Сет 01, "Што си/сте по националност?", "What is your nationality?"
Expressions, Изрази, Set 01, Сет 01, "Што си/сте по професија?", "What is your profession?"
Expressions, Изрази, Set 01, Сет 01, "Како се викаш?/Како се викате?", "What is your name?"
Other words, Други зборови, Set 01, Сет 01, "а", "article used to introduce new topic"
Other words, Други зборови, Set 01, Сет 01, "да", "yes"
Other words, Други зборови, Set 01, Сет 01, "дали", "interrogative particle; whether"
Other words, Други зборови, Set 01, Сет 01, "Егејска Македонија", "Aegean Macedonia"
Other words, Други зборови, Set 01, Сет 01, "име на мајка/татко", "mother’s/father’s name"
Other words, Други зборови, Set 01, Сет 01, "ли", "interrogative particle"
Other words, Други зборови, Set 01, Сет 01, "место на живеење", "place of residence"
Other words, Други зборови, Set 01, Сет 01, "не", "no; marker of negation"
Other words, Други зборови, Set 01, Сет 01, "ова", "this [neuter singular]"
Other words, Други зборови, Set 01, Сет 01, "САД", "USA"
Other words, Други зборови, Set 02, Сет 02, "Именки—Nouns", ""
Other words, Други зборови, Set 02, Сет 02, "банка", "bank"
Other words, Други зборови, Set 02, Сет 02, "бизнисмен", "businessman"
Other words, Други зборови, Set 02, Сет 02, "брат (мн. браќа)", "brother"
Other words, Други зборови, Set 02, Сет 02, "број (мн. броеви)", "number"
Other words, Други зборови, Set 02, Сет 02, "весник", "newspaper"
Other words, Други зборови, Set 02, Сет 02, "ветар (мн. ветрови)", "wind"
Other words, Други зборови, Set 02, Сет 02, "вечер (ж)", "evening"
Other words, Други зборови, Set 02, Сет 02, "година", "year"
Other words, Други зборови, Set 02, Сет 02, "група", "group"
Other words, Други зборови, Set 02, Сет 02, "дете", "child"
Other words, Други зборови, Set 02, Сет 02, "драгстор", "convenience store"
Other words, Други зборови, Set 02, Сет 02, "дуќан", "store"
Other words, Други зборови, Set 02, Сет 02, "жена", "wife; woman"
Other words, Други зборови, Set 02, Сет 02, "зграда", "building"
Other words, Други зборови, Set 02, Сет 02, "јазик", "language"
Other words, Други зборови, Set 02, Сет 02, "кафе", "coffee"
Other words, Други зборови, Set 02, Сет 02, "келнер", "waiter"
Other words, Други зборови, Set 02, Сет 02, "книга", "book"
Other words, Други зборови, Set 02, Сет 02, "Кока", "кола  Cocacola"
Other words, Други зборови, Set 02, Сет 02, "куќа", "house"
Other words, Други зборови, Set 02, Сет 02, "леб", "bread"
Other words, Други зборови, Set 02, Сет 02, "маж (мн. мажи)", "husband; man"
Other words, Други зборови, Set 02, Сет 02, "музеј", "museum"
Other words, Други зборови, Set 02, Сет 02, "парк", "park"
Other words, Други зборови, Set 02, Сет 02, "пиво", "beer"
Other words, Други зборови, Set 02, Сет 02, "пица", "pizza"
Other words, Други зборови, Set 02, Сет 02, "продавница", "store"
Other words, Други зборови, Set 02, Сет 02, "продавач(ка)", "sales clerk"
Other words, Други зборови, Set 02, Сет 02, "работа", "work"
Other words, Други зборови, Set 02, Сет 02, "работник, работничка", "worker;employee"
Other words, Други зборови, Set 02, Сет 02, "ресторан", "restaurant"
Other words, Други зборови, Set 02, Сет 02, "роднина (м, ж)", "relative"
Other words, Други зборови, Set 02, Сет 02, "село", "village"
Other words, Други зборови, Set 02, Сет 02, "сендвич", "sandwich"
Other words, Други зборови, Set 02, Сет 02, "слика", "picture; photo"
Other words, Други зборови, Set 02, Сет 02, "соба", "room"
Other words, Други зборови, Set 02, Сет 02, "сок", "juice"
Other words, Други зборови, Set 02, Сет 02, "стан", "apartment"
Other words, Други зборови, Set 02, Сет 02, "театар", "theatre"
Other words, Други зборови, Set 02, Сет 02, "улица", "street"
Other words, Други зборови, Set 02, Сет 02, "утро", "morning"
Other words, Други зборови, Set 02, Сет 02, "xамбургер", "hamburger"
Other words, Други зборови, Set 02, Сет 02, "хотел", "hotel"
Other words, Други зборови, Set 02, Сет 02, "чај", "tea"
Other words, Други зборови, Set 02, Сет 02, "чичко", "uncle"
Other words, Други зборови, Set 02, Сет 02, "човек (мн. луѓе)", "person (pl. people)"
Adjectives, Придавки, Set 02, Сет 02, "англиски", "English"
Adjectives, Придавки, Set 02, Сет 02, "висок", "tall"
Adjectives, Придавки, Set 02, Сет 02, "вкусен", "tasty"
Adjectives, Придавки, Set 02, Сет 02, "добар", "good"
Adjectives, Придавки, Set 02, Сет 02, "гладен", "hungry"
Adjectives, Придавки, Set 02, Сет 02, "голем", "large"
Adjectives, Придавки, Set 02, Сет 02, "еден", "one"
Adjectives, Придавки, Set 02, Сет 02, "интересен", "interesting"
Adjectives, Придавки, Set 02, Сет 02, "канадски", "Canadian"
Adjectives, Придавки, Set 02, Сет 02, "кој, која, кое, кои", "which"
Adjectives, Придавки, Set 02, Сет 02, "македонски", "Macedonian"
Adjectives, Придавки, Set 02, Сет 02, "мал", "small"
Adjectives, Придавки, Set 02, Сет 02, "млад", "young"
Adjectives, Придавки, Set 02, Сет 02, "низок (ниска)", "low; short"
Adjectives, Придавки, Set 02, Сет 02, "нов", "new"
Adjectives, Придавки, Set 02, Сет 02, "силен", "strong"
Adjectives, Придавки, Set 02, Сет 02, "сладок (слатка)", "sweet"
Adjectives, Придавки, Set 02, Сет 02, "стар", "old"
Adjectives, Придавки, Set 02, Сет 02, "убав", "pretty"
Adjectives, Придавки, Set 02, Сет 02, "уморен", "tired"
Verbs, Глаголи, Set 02, Сет 02, "гледа", "look at; see, watch"
Verbs, Глаголи, Set 02, Сет 02, "живее", "live"
Verbs, Глаголи, Set 02, Сет 02, "зборува", "talk"
Verbs, Глаголи, Set 02, Сет 02, "знае (јас знам)", "know (I know)"
Verbs, Глаголи, Set 02, Сет 02, "има/нема", "have/don’t have; there is/there isn’t"
Verbs, Глаголи, Set 02, Сет 02, "јаде", "eat"
Verbs, Глаголи, Set 02, Сет 02, "оди", "go"
Verbs, Глаголи, Set 02, Сет 02, "пие", "drink"
Verbs, Глаголи, Set 02, Сет 02, "пишува", "write"
Verbs, Глаголи, Set 02, Сет 02, "прави", "make, do"
Verbs, Глаголи, Set 02, Сет 02, "работи", "work"
Verbs, Глаголи, Set 02, Сет 02, "седи", "sit"
Verbs, Глаголи, Set 02, Сет 02, "стои", "stand"
Verbs, Глаголи, Set 02, Сет 02, "студира", "study"
Verbs, Глаголи, Set 02, Сет 02, "чита", "read"
Adverbs, Прилози, Set 02, Сет 02, "денес/денеска", "today"
Adverbs, Прилози, Set 02, Сет 02, "колку", "how much/how many"
Adverbs, Прилози, Set 02, Сет 02, "овде", "here"
Adverbs, Прилози, Set 02, Сет 02, "сега", "now"
Adverbs, Прилози, Set 02, Сет 02, "тогаш", "then"
Prepositions, Предлози, Set 02, Сет 02, "на", "on"
Prepositions, Предлози, Set 02, Сет 02, "од", "by"
Prepositions, Предлози, Set 02, Сет 02, "со", "with"
Conjunction, Сврзник, Set 02, Сет 02, "но", "but"
Pronouns, Заменки, Set 02, Сет 02, "ѝ", "her [short form pronoun]"
Pronouns, Заменки, Set 02, Сет 02, "му", "him [short form pronoun]"
Pronouns, Заменки, Set 02, Сет 02, "нешто", "something"
Pronouns, Заменки, Set 02, Сет 02, "ништо", "nothing"
Expressions, Изрази, Set 02, Сет 02, "Колку години има... ?", "How old is... ?"
Expressions, Изрази, Set 02, Сет 02, "Тој има десет години.", "He is ten years old."
Expressions, Изрази, Set 02, Сет 02, "Со кого зборува?", "With whom is he/she speaking?"
Numbers, Броеви, Set 02, Сет 02, "нула", "zero"
Numbers, Броеви, Set 02, Сет 02, "еден, една, едно; едни", "one; some, several"
Numbers, Броеви, Set 02, Сет 02, "два, две", "two"
Numbers, Броеви, Set 02, Сет 02, "три", "three"
Numbers, Броеви, Set 02, Сет 02, "четири", "four"
Numbers, Броеви, Set 02, Сет 02, "пет", "five"
Numbers, Броеви, Set 02, Сет 02, "шест", "six"
Numbers, Броеви, Set 02, Сет 02, "седум", "seven"
Numbers, Броеви, Set 02, Сет 02, "осум", "eight"
Numbers, Броеви, Set 02, Сет 02, "девет", "nine"
Numbers, Броеви, Set 02, Сет 02, "десет", "ten"
Numbers, Броеви, Set 02, Сет 02, "единаесет", "eleven"
Numbers, Броеви, Set 02, Сет 02, "дванаесет", "twelve"
Numbers, Броеви, Set 02, Сет 02, "тринаесет", "thirteen"
Numbers, Броеви, Set 02, Сет 02, "четиринаесет", "fourteen"
Numbers, Броеви, Set 02, Сет 02, "петнаесет", "fifteen"
Numbers, Броеви, Set 02, Сет 02, "шеснаесет", "sixteen"
Numbers, Броеви, Set 02, Сет 02, "седумнаесет", "seventeen"
Numbers, Броеви, Set 02, Сет 02, "осумнаесет", "eighteen"
Numbers, Броеви, Set 02, Сет 02, "деветнаесет", "nineteen"
Numbers, Броеви, Set 02, Сет 02, "дваесет", "twenty"
Nouns, Именки, Set 03, Сет 03, "автобус", "bus"
Nouns, Именки, Set 03, Сет 03, "алергија", "allergy"
Nouns, Именки, Set 03, Сет 03, "бурек", "burek (meat or cheese filled pastry)"
Nouns, Именки, Set 03, Сет 03, "викенд", "weekend"
Nouns, Именки, Set 03, Сет 03, "воз", "train"
Nouns, Именки, Set 03, Сет 03, "време", "time; weather"
Nouns, Именки, Set 03, Сет 03, "географија", "geography"
Nouns, Именки, Set 03, Сет 03, "ден", "day"
Nouns, Именки, Set 03, Сет 03, "дом", "home"
Nouns, Именки, Set 03, Сет 03, "домашно милениче", "house pet"
Nouns, Именки, Set 03, Сет 03, "зима", "winter"
Nouns, Именки, Set 03, Сет 03, "историја", "history"
Nouns, Именки, Set 03, Сет 03, "историчар", "historian"
Nouns, Именки, Set 03, Сет 03, "кафанче", "café"
Nouns, Именки, Set 03, Сет 03, "кафеана", "café, pub, bar"
Nouns, Именки, Set 03, Сет 03, "книжарница", "bookstore"
Nouns, Именки, Set 03, Сет 03, "кола", "car"
Nouns, Именки, Set 03, Сет 03, "колега (м.), колешка", "colleague, coworker, classmate"
Nouns, Именки, Set 03, Сет 03, "компјутер", "computer"
Nouns, Именки, Set 03, Сет 03, "куче", "dog"
Nouns, Именки, Set 03, Сет 03, "лето", "summer"
Nouns, Именки, Set 03, Сет 03, "мама", "mom"
Nouns, Именки, Set 03, Сет 03, "маса", "table"
Nouns, Именки, Set 03, Сет 03, "математика", "mathematics"
Nouns, Именки, Set 03, Сет 03, "мачка", "cat"
Nouns, Именки, Set 03, Сет 03, "нога (мн. нозе)", "foot, leg"
Nouns, Именки, Set 03, Сет 03, "писмо", "letter"
Nouns, Именки, Set 03, Сет 03, "поздрав", "greeting"
Nouns, Именки, Set 03, Сет 03, "порака", "message; email"
Nouns, Именки, Set 03, Сет 03, "пријател(ка)", "friend"
Nouns, Именки, Set 03, Сет 03, "рака (мн. раце)", "hand, arm"
Nouns, Именки, Set 03, Сет 03, "родител", "parent"
Nouns, Именки, Set 03, Сет 03, "роман", "novel"
Nouns, Именки, Set 03, Сет 03, "син", "son"
Nouns, Именки, Set 03, Сет 03, "специјалитет", "specialty"
Nouns, Именки, Set 03, Сет 03, "странец", "foreigner"
Nouns, Именки, Set 03, Сет 03, "такси (с)", "taxi"
Nouns, Именки, Set 03, Сет 03, "тато", "dad"
Nouns, Именки, Set 03, Сет 03, "тетка", "aunt"
Nouns, Именки, Set 03, Сет 03, "турист", "tourist"
Nouns, Именки, Set 03, Сет 03, "туршија", "pickled foods; preserves"
Nouns, Именки, Set 03, Сет 03, "ќерка", "daughter"
Nouns, Именки, Set 03, Сет 03, "учебник", "textbook"
Nouns, Именки, Set 03, Сет 03, "училиште", "school"
Nouns, Именки, Set 03, Сет 03, "Факултет за туризам", "faculty of tourism"
Nouns, Именки, Set 03, Сет 03, "центар", "center; downtown"
Adjectives, Придавки, Set 03, Сет 03, "драг", "dear"
Adjectives, Придавки, Set 03, Сет 03, "здрав", "healthy"
Adjectives, Придавки, Set 03, Сет 03, "каков", "what kind of?"
Adjectives, Придавки, Set 03, Сет 03, "кој, кое, која, кои?", "which"
Adjectives, Придавки, Set 03, Сет 03, "некој, некое, некоја, некои", "some sort, a certain..."
Verbs, Глаголи, Set 03, Сет 03, "бара", "look for; seek"
Verbs, Глаголи, Set 03, Сет 03, "доаѓа", "come, arrive"
Verbs, Глаголи, Set 03, Сет 03, "купува", "buy"
Verbs, Глаголи, Set 03, Сет 03, "мисли", "think"
Verbs, Глаголи, Set 03, Сет 03, "прашува (кого)", "ask (someone)"
Verbs, Глаголи, Set 03, Сет 03, "разговара", "converse"
Verbs, Глаголи, Set 03, Сет 03, "сака", "want; love, like"
Verbs, Глаголи, Set 03, Сет 03, "слуша", "hear, listen to"
Pronouns, Заменки, Set 03, Сет 03, "вас", "object form of ‘you’ (plural and formal); see below"
Pronouns, Заменки, Set 03, Сет 03, "го, ја, ги", "direct object clitics: him, her, them"
Pronouns, Заменки, Set 03, Сет 03, "кого", "whom"
Pronouns, Заменки, Set 03, Сет 03, "сè", "everything"
Adverbs, Прилози, Set 03, Сет 03, "блиску", "nearby"
Adverbs, Прилози, Set 03, Сет 03, "брзо", "quickly"
Adverbs, Прилози, Set 03, Сет 03, "веќе", "already"
Adverbs, Прилози, Set 03, Сет 03, "дома", "at home, homeward"
Adverbs, Прилози, Set 03, Сет 03, "зошто", "why"
Adverbs, Прилози, Set 03, Сет 03, "малку", "little, few"
Adverbs, Прилози, Set 03, Сет 03, "многу", "many, much; very"
Adverbs, Прилози, Set 03, Сет 03, "навистина", "really, truly, indeed (expresses confirmation)"
Adverbs, Прилози, Set 03, Сет 03, "надвор", "outside"
Adverbs, Прилози, Set 03, Сет 03, "неколку", "several"
Adverbs, Прилози, Set 03, Сет 03, "обично", "usually"
Adverbs, Прилози, Set 03, Сет 03, "пеш, пешки", "on foot"
Adverbs, Прилози, Set 03, Сет 03, "понекогаш", "sometimes"
Adverbs, Прилози, Set 03, Сет 03, "само", "only"
Adverbs, Прилози, Set 03, Сет 03, "секогаш", "always"
Adverbs, Прилози, Set 03, Сет 03, "срдечно", "sincerely"
Adverbs, Прилози, Set 03, Сет 03, "таму", "there"
Adverbs, Прилози, Set 03, Сет 03, "често", "often"
Prepositions, Предлози, Set 03, Сет 03, "до", "by, up to, beside"
Prepositions, Предлози, Set 03, Сет 03, "за", "for"
Prepositions, Предлози, Set 03, Сет 03, "на", "of, about; in, to, on, at"
Prepositions, Предлози, Set 03, Сет 03, "од", "from, by по  about; along со  with, by"
Conjunctions, Сврзници, Set 03, Сет 03, "ама", "but"
Conjunctions, Сврзници, Set 03, Сет 03, "затоа што", "because"
Conjunctions, Сврзници, Set 03, Сет 03, "и", "and; also"
Conjunctions, Сврзници, Set 03, Сет 03, "но", "but"
Expressions, Изрази, Set 03, Сет 03, "во центар", "downtown"
Expressions, Изрази, Set 03, Сет 03, "еве (го, ја, ги)!", "here [he/she/they] is/are!"
Expressions, Изрази, Set 03, Сет 03, "И да ти кажам", "I should tell you; let me tell you"
Expressions, Изрази, Set 03, Сет 03, "нема проблем", "no problem"
Expressions, Изрази, Set 03, Сет 03, "Одам на работа пеш(ки).", "I walk/go to work on foot."
Expressions, Изрази, Set 03, Сет 03, "сѐ е во ред", "everything is okay (lit., everything is in order)."
Expressions, Изрази, Set 03, Сет 03, "си оди", "leave, depart"
Expressions, Изрази, Set 03, Сет 03, "Фала многу!", "Thanks a lot!"
Expressions, Изрази, Set 03, Сет 03, "Што има ново?", "What’s new?"
Nouns, Именки, Set 04, Сет 04, "агол", "corner"
Nouns, Именки, Set 04, Сет 04, "баклава", "baklava (phyllo and nut pastry)"
Nouns, Именки, Set 04, Сет 04, "банана", "banana"
Nouns, Именки, Set 04, Сет 04, "вечера", "dinner; supper; evening meal"
Nouns, Именки, Set 04, Сет 04, "вино", "wine"
Nouns, Именки, Set 04, Сет 04, "вода", "water"
Nouns, Именки, Set 04, Сет 04, "гостин(ка) (мн. гости)", "guest"
Nouns, Именки, Set 04, Сет 04, "десерт", "dessert"
Nouns, Именки, Set 04, Сет 04, "портокал", "orange"
Nouns, Именки, Set 04, Сет 04, "праска", "peach"
Nouns, Именки, Set 04, Сет 04, "предјадење", "appetizers"
Nouns, Именки, Set 04, Сет 04, "проблем", "problem"
Nouns, Именки, Set 04, Сет 04, "путер", "butter"
Nouns, Именки, Set 04, Сет 04, "риба", "fish"
Nouns, Именки, Set 04, Сет 04, "роза", "rose"
Nouns, Именки, Set 04, Сет 04, "ручек", "lunch"
Nouns, Именки, Set 04, Сет 04, "салата", "salad"
Nouns, Именки, Set 04, Сет 04, "семафор", "traffic light"
Nouns, Именки, Set 04, Сет 04, "семејство", "family"
Nouns, Именки, Set 04, Сет 04, "сирење", "cheese"
Nouns, Именки, Set 04, Сет 04, "скара", "grilled meat"
Nouns, Именки, Set 04, Сет 04, "сладолед", "ice cream"
Nouns, Именки, Set 04, Сет 04, "сол (ж)", "salt"
Nouns, Именки, Set 04, Сет 04, "спанаќ", "spinach"
Nouns, Именки, Set 04, Сет 04, "списание", "magazine"
Nouns, Именки, Set 04, Сет 04, "супа", "soup"
Nouns, Именки, Set 04, Сет 04, "тавче гравче", "baked bean casserole"
Nouns, Именки, Set 04, Сет 04, "телефон", "telephone"
Nouns, Именки, Set 04, Сет 04, "торта", "cake"
Nouns, Именки, Set 04, Сет 04, "турско кафе", "Turkish coffee"
Nouns, Именки, Set 04, Сет 04, "домат", "tomato"
Nouns, Именки, Set 04, Сет 04, "житарици", "cereal"
Nouns, Именки, Set 04, Сет 04, "зеленчук", "vegetables"
Nouns, Именки, Set 04, Сет 04, "идеја", "idea"
Nouns, Именки, Set 04, Сет 04, "јаболко", "apple"
Nouns, Именки, Set 04, Сет 04, "јадење", "food"
Nouns, Именки, Set 04, Сет 04, "јајце", "egg"
Nouns, Именки, Set 04, Сет 04, "јогурт", "liquid, drinkable yogurt"
Nouns, Именки, Set 04, Сет 04, "кисела вода", "mineral water"
Nouns, Именки, Set 04, Сет 04, "кисело млеко", "yogurt"
Nouns, Именки, Set 04, Сет 04, "кисела зелка", "pickled cabbage"
Nouns, Именки, Set 04, Сет 04, "компир", "potato"
Nouns, Именки, Set 04, Сет 04, "краставица", "cucumber"
Nouns, Именки, Set 04, Сет 04, "кромид", "onion"
Nouns, Именки, Set 04, Сет 04, "лимон", "lemon"
Nouns, Именки, Set 04, Сет 04, "лук", "garlic"
Nouns, Именки, Set 04, Сет 04, "манџа", "type of stew"
Nouns, Именки, Set 04, Сет 04, "мед", "honey"
Nouns, Именки, Set 04, Сет 04, "месо", "meat"
Nouns, Именки, Set 04, Сет 04, "минимаркет", "convenience store"
Nouns, Именки, Set 04, Сет 04, "млеко", "milk"
Nouns, Именки, Set 04, Сет 04, "овошен сок", "fruit juice"
Nouns, Именки, Set 04, Сет 04, "овошје", "fruit"
Nouns, Именки, Set 04, Сет 04, "патлиџан", "tomato"
Nouns, Именки, Set 04, Сет 04, "пејач(ка)", "singer"
Nouns, Именки, Set 04, Сет 04, "печурка", "mushroom"
Nouns, Именки, Set 04, Сет 04, "пиење", "drink"
Nouns, Именки, Set 04, Сет 04, "пипер (црн)", "pepper (black)"
Nouns, Именки, Set 04, Сет 04, "пиперка", "pepper"
Nouns, Именки, Set 04, Сет 04, "пита", "meat or cheese filled pastry similar to burek"
Nouns, Именки, Set 04, Сет 04, "плескавица", "spiced ground meat patty, similar to hamburger"
Nouns, Именки, Set 04, Сет 04, "појадок", "breakfast"
Nouns, Именки, Set 04, Сет 04, "ќебапче", "grilled ground beef in sausage shape"
Nouns, Именки, Set 04, Сет 04, "ќоше", "corner"
Nouns, Именки, Set 04, Сет 04, "филм", "movie"
Nouns, Именки, Set 04, Сет 04, "фрижидер", "refrigerator"
Nouns, Именки, Set 04, Сет 04, "храна", "food"
Nouns, Именки, Set 04, Сет 04, "цвеќе", "flowers"
Nouns, Именки, Set 04, Сет 04, "чоколада", "chocolate"
Nouns, Именки, Set 04, Сет 04, "чорба", "thick soup; chowder"
Nouns, Именки, Set 04, Сет 04, "шеќер", "sugar"
Nouns, Именки, Set 04, Сет 04, "шопска салата", "chopped vegetable salad"
Nouns, Именки, Set 04, Сет 04, "шпагети", "spaghetti"
Adjectives, Придавки, Set 04, Сет 04, "бел", "white"
Adjectives, Придавки, Set 04, Сет 04, "благ", "sweet"
Adjectives, Придавки, Set 04, Сет 04, "горко, горчлив", "bitter"
Adjectives, Придавки, Set 04, Сет 04, "домашен", "domestic; homemade; of the home"
Adjectives, Придавки, Set 04, Сет 04, "друг", "other"
Adjectives, Придавки, Set 04, Сет 04, "кисел", "sour"
Adjectives, Придавки, Set 04, Сет 04, "лут", "spicy; angry"
Adjectives, Придавки, Set 04, Сет 04, "мешaн", "mixed"
Adjectives, Придавки, Set 04, Сет 04, "нормален", "normal"
Adjectives, Придавки, Set 04, Сет 04, "омилен", "favorite"
Adjectives, Придавки, Set 04, Сет 04, "печен", "roasted"
Adjectives, Придавки, Set 04, Сет 04, "пилешки", "chicken"
Adjectives, Придавки, Set 04, Сет 04, "полнет", "stuffed; filled"
Adjectives, Придавки, Set 04, Сет 04, "прекрасен", "magnificent; gorgeous"
Adjectives, Придавки, Set 04, Сет 04, "пржен", "fried"
Adjectives, Придавки, Set 04, Сет 04, "специјален", "special"
Adjectives, Придавки, Set 04, Сет 04, "среден", "average; middle"
Adjectives, Придавки, Set 04, Сет 04, "тазе", "fresh"
Adjectives, Придавки, Set 04, Сет 04, "турски", "Turkish"
Adjectives, Придавки, Set 04, Сет 04, "црвен", "red"
Adjectives, Придавки, Set 04, Сет 04, "црн", "black"
Verbs, Глаголи, Set 04, Сет 04, "вели", "say"
Verbs, Глаголи, Set 04, Сет 04, "вечера", "eat dinner"
Verbs, Глаголи, Set 04, Сет 04, "може", "can; be able; may"
Verbs, Глаголи, Set 04, Сет 04, "мора", "must; have to"
Verbs, Глаголи, Set 04, Сет 04, "руча", "eat lunch"
Verbs, Глаголи, Set 04, Сет 04, "телефонира", "phone"
Verbs, Глаголи, Set 04, Сет 04, "чини", "cost; be worth"
Verbs, Глаголи, Set 04, Сет 04, "Колку чини? Колку чинат?", "How much does it cost?"
Prepositions, Предлози, Set 04, Сет 04, "без", "without"
Prepositions, Предлози, Set 04, Сет 04, "кај", "by; at someone’s place"
Prepositions, Предлози, Set 04, Сет 04, "карши", "opposite"
